,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category
9585,9586,029165877.jpg,594,360,495,344,458,236,452,236,406,333,402,444,455,236,451,127,443.4635,112.2775,415.5365,57.7225,413,192,429,193,425,134,477,119,529,165,482,194,1.8386255736283013,running,running
9586,9587,012325562.jpg,405,441,393,358,387,267,432,275,410,342,432,346,410,271,420,175,416.3525,144.417,410.6475,96.583,363,209,367,227,380,174,460,175,479,218,463,255,1.4451906448631613,running,running
9587,9588,080576383.jpg,434,356,442,300,414,223,450,221,445,304,429,346,432,222,429,146,430.0019,130.9712,432.9981,86.0288,385,211,380,183,395,148,463,144,480,177,466,177,1.351266072984887,running,running
9588,9589,000924231.jpg,674,343,668,304,666,264,684,261,671,302,694,306,675,263,668,211,666.3434,197.0371,662.6566,165.9629,646,238,650,230,653,210,682,211,708,228,685,238,0.9387651463491814,running,running
9589,9590,031250546.jpg,-1,-1,-1,-1,478,434,545,438,-1,-1,-1,-1,512,436,473,243,465.1504,206.5864,444.8496,112.4136,456,369,513,322,440,234,505,251,489,364,407,303,2.890082351767852,running,running
9590,9591,017441054.jpg,-1,-1,432,449,421,298,491,303,467,437,506,445,456,301,441,127,435.8775,85.2519,426.1225,5.7481,350,233,371,203,383,132,498,122,558,202,489,246,2.402998127340094,running,running
9591,9592,058903894.jpg,188,373,223,296,190,230,185,222,150,298,84,310,188,226,242,135,250.0472,120.2467,275.9528,72.7533,178,192,172,142,224,128,260,141,259,194,265,172,1.6229750460188843,running,running
9592,9593,025425240.jpg,339,288,344,251,330,207,354,212,367,245,350,234,342,210,346,146,345.7742,130.6442,345.2258,93.3558,331,191,314,183,323,149,368,143,376,172,372,194,1.11877075399744,running,running
9593,9594,025899845.jpg,401,581,400,497,401,424,435,426,438,495,429,593,418,425,423,314,420.0688,293.8727,410.9312,231.1273,363,405,353,365,379,312,466,315,490,405,493,381,1.9022176531616988,"running, marathon",running
9594,9595,048833814.jpg,953,585,939,458,891,371,933,365,886,442,849,424,912,368,910,260,913.8953,232.7329,923.1047,168.2671,858,331,846,292,866,263,954,256,973,309,945,311,1.9536058967969971,"running, marathon",running
9595,9596,065268904.jpg,724,403,731,359,726,292,751,292,763,352,746,364,739,292,737,207,736.5639,188.9026,735.4361,142.0974,720,245,699,251,713,210,760,204,769,244,774,267,1.404563989286355,"running, marathon",running
9596,9597,012130470.jpg,75,650,91,501,137,379,192,384,225,509,299,479,165,382,170,224,159.819,195.6231,133.181,121.3769,100,331,144,286,136,230,203,217,246,299,174,306,2.3664048681491505,"running, marathon",running
9597,9598,017551145.jpg,329,508,330,479,335,399,371,418,366,495,343,570,353,409,356,286,357.0189,264.8059,359.9811,203.1941,300,362,292,320,308,278,403,293,415,338,411,343,1.8504918265153183,"running, marathon",running
9598,9599,024717474.jpg,834,559,778,567,807,456,860,452,849,564,858,654,834,454,830,294,825.6778,252.5578,817.3222,172.4422,775,408,783,359,780,291,879,296,911,376,862,373,2.41650325884324,"running, marathon",running
9599,9600,097374821.jpg,-1,-1,-1,-1,582,576,688,559,-1,-1,-1,-1,635,568,645,304,645.2319,246.733,645.7681,114.267,568,514,483,444,537,303,752,305,758,388,774,472,3.974011575222196,"running, marathon",running
9600,9601,039715250.jpg,903,570,878,525,883,357,959,365,955,548,952,687,921,361,922,153,922.8572,118.9257,925.1428,28.0743,809,301,840,238,848,153,996,153,1063,248,992,245,2.7264042253488388,"running, marathon",running
9601,9602,059899009.jpg,562,604,559,490,550,383,592,391,586,498,565,447,571,387,571,244,569.2108,211.794,565.7892,150.206,506,339,510,302,516,248,625,239,644,291,626,357,1.8504918265153183,"running, marathon",running
9602,9603,024154281.jpg,134,689,132,562,149,421,224,420,235,538,290,503,187,421,159,253,151.9277,228.2468,126.0723,137.7532,83,362,104,319,104,253,214,253,261,319,206,349,2.8234447046117266,"running, marathon",running
9603,9604,049045953.jpg,855,718,834,585,804,401,865,409,867,585,825,502,835,405,813,184,813.7559,151.4959,816.2441,44.5041,707,286,707,257,736,188,889,180,944,267,896,336,3.210622369572604,"running, marathon",running
9604,9605,007411917.jpg,606,596,623,580,601,440,659,436,660,594,635,710,630,438,649,291,650.7656,278.9522,664.2344,187.0478,542,407,532,322,596,280,702,301,736,371,721,386,2.7865850067780102,"running, marathon",running
9605,9606,003474215.jpg,-1,-1,634,712,648,520,729,510,-1,-1,-1,-1,689,515,658,318,653.3189,277.8206,638.6811,152.1794,553,470,543,452,578,332,737,303,814,375,793,446,3.794733192202055,"running, marathon",running
9606,9607,046873353.jpg,363,488,356,522,347,399,387,405,388,519,382,606,367,402,375,304,377.0086,287.931,384.9914,224.069,311,399,298,343,335,298,415,310,443,367,425,367,1.9307697946674016,"running, marathon",running
9607,9608,039865929.jpg,-1,-1,-1,-1,979,631,1056,628,-1,-1,-1,-1,1018,630,1007,387,1005.798,352.141,1002.202,247.859,1006,548,895,508,932,386,1081,387,1137,484,1076,567,3.1303213892506307,"running, marathon",running
9608,9609,013688032.jpg,-1,-1,-1,-1,981,959,1155,904,-1,-1,-1,-1,1068,932,1094,463,1126.2172,383.2456,1204.7828,188.7544,1049,776,851,631,990,463,1198,463,1130,680,1239,724,6.2928073226502015,running,running
9609,9610,068760143.jpg,679,734,747,675,704,457,806,447,849,668,802,860,755,452,768,158,772.3495,121.124,786.6505,-0.12401,660,345,619,279,663,165,872,151,893,283,913,340,3.662654774886654,running,running
9610,9611,099290349.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,486,687,487.9474,600.2304,493.0526,372.7696,524,899,304,958,390,685,581,688,542,905,655,896,6.825542615792534,running,running
9611,9612,039564682.jpg,1535,922,1540,800,1600,701,1609,699,1494,732,1573,828,1605,700,1553,535,1541.4254,505.9653,1505.5746,416.0347,1422,665,1475,619,1537,533,1568,537,1489,624,1436,662,2.904396667123827,running,running
9612,9613,062455864.jpg,-1,-1,-1,-1,925,1069,1094,1045,-1,-1,-1,-1,1010,1057,1006,641,1014.2293,570.7175,1034.7707,395.2825,797,953,764,795,838,664,1174,617,1198,801,1174,887,5.299002170220351,running,running
9613,9614,096297594.jpg,617,861,691,782,646,627,727,631,709,778,653,909,687,629,702,391,705.8869,347.7581,714.1131,256.2419,608,480,585,471,635,392,768,389,759,475,795,500,2.756554370949356,running,running
9614,9615,083153497.jpg,-1,-1,-1,-1,730,767,910,761,-1,-1,-1,-1,820,764,847,420,862.4838,344.3507,901.5162,153.6493,814,631,631,637,749,420,944,420,938,609,1006,652,5.839649304538758,running,running
9615,9616,046355222.jpg,287,766,300,639,298,499,230,518,215,655,232,738,264,509,272,357,274.0284,340.1932,283.9716,257.8068,219,450,168,433,221,350,323,363,323,414,338,467,2.489530076138868,running,running
9616,9617,073748948.jpg,-1,-1,-1,-1,343,391,412,376,-1,-1,-1,-1,378,384,351,168,352.1515,123.7805,354.8485,20.2195,317,331,249,298,279,176,422,159,442,250,545,309,3.1078841677256888,"skiing, general",winter activities
9617,9618,012813504.jpg,-1,-1,-1,-1,299,360,364,360,-1,-1,-1,-1,332,360,298,164,301.7388,117.4989,310.2612,11.5011,296,314,207,288,226,176,369,151,394,242,425,291,3.19019497836731,"skiing, general",winter activities
9618,9619,051210386.jpg,238,378,383,339,328,233,311,242,368,349,-1,-1,320,238,424,117,439.2463,109.9457,542.7537,62.0543,477,339,389,231,397,110,451,124,505,201,571,241,3.421494410341773,"skiing, general",winter activities
9619,9620,027906028.jpg,-1,-1,-1,-1,332,437,383,418,-1,-1,-1,-1,358,428,302,228,294.8141,215.636,241.1859,123.364,201,374,232,335,237,262,367,194,456,155,460,57,3.2017295326120228,"skiing, general",winter activities
9620,9621,013977166.jpg,-1,-1,500,711,503,583,546,578,565,694,-1,-1,525,581,517,459,520.5788,427.0466,527.4212,365.9534,452,533,450,516,469,463,565,455,577,535,578,578,1.84425594753006,backpacking,walking
9621,9622,058341544.jpg,-1,-1,121,425,328,559,617,584,439,363,381,708,473,572,458,216,448.3978,172.2006,410.6022,-0.20065,129,313,222,384,336,237,580,195,435,319,249,359,5.294869970074808,backpacking,walking
9622,9623,098500975.jpg,478,580,454,419,520,283,578,266,483,416,514,596,549,275,328,272,328.0,272.0,192.0,272.0,249,508,308,404,318,273,338,271,316,423,273,521,4.08,backpacking,walking
9623,9624,009625058.jpg,498,571,354,494,627,501,610,513,392,450,499,594,619,507,469,251,460.1194,250.3263,332.8806,240.6737,273,482,389,403,482,240,455,262,369,406,266,489,3.8281316591778825,backpacking,walking
9624,9625,028573143.jpg,642,562,518,505,679,488,670,486,496,430,584,576,675,487,545,332,542.6013,330.7898,436.3987,277.2102,501,551,569,443,576,322,514,342,444,443,408,519,3.568582912025444,backpacking,walking
9625,9626,086945912.jpg,747,679,483,528,725,555,822,551,917,646,644,716,774,553,695,281,682.034,257.2572,553.966,22.7428,381,545,526,413,576,264,814,297,677,506,452,563,8.016143711286619,backpacking,walking
9626,9627,007227201.jpg,-1,-1,1117,709,1118,491,1073,596,1049,716,-1,-1,1096,544,1082,194,1065.0,144.0,1016.0,0.0,1050,356,1138,333,1129,189,1035,198,1005,354,853,369,4.547920843638332,backpacking,walking
9627,9628,087588572.jpg,-1,-1,-1,-1,1098,570,993,590,-1,-1,-1,-1,1046,580,1068,249,1060.2643,175.2687,1043.7357,17.7313,941,378,1125,396,1167,262,968,236,888,410,1042,365,4.752060605674132,backpacking,walking
9628,9629,052428598.jpg,-1,-1,655,695,621,548,724,538,698,702,-1,-1,673,543,669,348,670.9865,333.5106,684.0135,238.4894,589,452,557,456,592,349,745,347,778,448,762,509,2.877298733187084,backpacking,walking
9629,9630,040826677.jpg,599,495,617,245,456,421,495,365,646,218,642,425,476,393,517,185,491.1916,194.6427,633.8084,141.3573,710,297,592,272,466,210,568,160,679,187,723,268,4.567383496051103,sitting quietly,inactivity quiet/light
9630,9631,030968056.jpg,758,375,791,185,884,584,700,646,400,386,363,497,792,615,776,314,739.0754,259.7506,601.9246,58.2494,783,398,919,427,932,239,619,388,636,549,681,433,7.312441999769981,sitting quietly,inactivity quiet/light
9631,9632,029711716.jpg,-1,-1,645,692,683,506,761,506,803,699,-1,-1,722,506,714,323,711.5753,274.9911,706.4247,173.0089,649,454,598,397,638,317,790,328,825,426,718,463,3.063362858036899,backpacking,walking
9632,9633,030580258.jpg,-1,-1,-1,-1,828,698,592,702,-1,-1,-1,-1,710,700,723,388,724.0584,321.5309,726.9416,140.4691,791,487,940,576,874,404,572,371,419,584,503,584,5.432541946455637,backpacking,walking
9633,9634,088480308.jpg,423,642,355,432,193,522,261,508,412,407,474,583,227,515,250,333,263.6991,302.5799,304.3009,212.4201,132,509,110,413,195,323,304,343,242,403,288,488,2.966403883492604,backpacking,walking
9634,9635,072379523.jpg,555,624,626,507,710,443,796,450,705,483,804,519,753,447,726,314,713.1539,285.1936,672.8461,194.8064,675,400,669,426,675,321,777,306,798,373,748,362,2.9690240820848857,backpacking,walking
9635,9636,066972301.jpg,465,438,448,343,485,338,512,357,488,415,499,458,499,348,517,249,519.5882,234.8513,529.4118,181.1487,465,326,458,298,487,251,547,246,577,292,603,347,1.6378131761589902,backpacking,walking
9636,9637,079874915.jpg,807,653,802,551,827,481,749,475,713,559,723,670,788,478,838,280,841.4706,251.7144,854.5294,145.2856,898,461,940,415,917,301,759,259,698,359,723,350,3.216805869181415,backpacking,walking
9637,9638,025711466.jpg,-1,-1,-1,-1,-1,-1,491,702,-1,-1,-1,-1,-1,-1,383,428,388.7779,385.73,415.2221,192.27,423,503,274,673,251,441,514,415,597,621,-1,-1,5.857770224240619,backpacking,walking
9638,9639,061804281.jpg,-1,-1,463,650,674,634,719,664,484,699,-1,-1,697,649,648,462,630.7221,424.738,582.2779,320.262,413,678,518,579,609,455,687,468,571,593,443,703,3.45483313634682,sitting quietly,inactivity quiet/light
9639,9640,046006624.jpg,-1,-1,-1,-1,1083,943,1211,967,-1,-1,-1,-1,1147,955,1176,664,1187.1708,638.7715,1253.8292,488.2285,991,991,969,849,1044,672,1308,656,1346,793,1380,851,4.939220991209038,backpacking,walking
9640,9641,078244164.jpg,888,748,1017,539,816,346,865,351,1004,534,968,722,841,349,1104,344,1080.211,350.4879,1237.789,307.5121,1118,717,1076,562,1074,338,1133,349,1164,485,1233,562,4.899998367346667,backpacking,walking
9641,9642,030925611.jpg,1058,754,1225,715,1104,570,999,572,1068,712,972,739,1052,571,1182,368,1170.4563,331.9259,1209.5437,454.0741,1323,555,1278,516,1229,379,1134,357,1070,440,1156,536,3.847492690051536,backpacking,walking
9642,9643,064317862.jpg,1201,755,1086,450,1217,576,1348,590,1367,774,1279,747,1283,583,1258,336,1254.6206,331.3835,1149.3794,187.6165,1049,523,1030,485,1169,346,1346,325,1450,509,1314,565,5.345107669635851,backpacking,walking
9643,9644,088221241.jpg,287,1050,403,819,451,662,521,677,602,816,660,1018,486,670,512,477,549.0616,422.2018,614.9384,324.7982,622,617,516,598,535,482,489,472,472,581,593,634,3.527673454275494,backpacking,walking
9644,9645,048560832.jpg,603,590,659,471,635,333,615,339,658,456,648,559,625,336,656,195,668.0683,186.4973,731.9317,141.5027,671,346,616,264,661,189,651,200,648,294,666,310,2.3436586782208706,"loading unloading a car, implied walking",walking
9645,9646,046619023.jpg,1021,430,884,413,735,443,765,409,884,436,1032,453,750,426,582,401,566.5604,388.1086,494.4396,327.8914,662,343,671,420,574,432,590,369,644,376,653,313,2.8186464836868064,reclining,inactivity quiet/light
9646,9647,065458480.jpg,428,614,430,532,401,426,339,423,355,537,348,647,370,425,387,272,384.1383,282.2545,401.8617,218.7455,456,405,437,362,427,282,347,261,295,363,323,339,1.9780717883838288,backpacking,walking
9647,9648,010349750.jpg,674,521,639,477,522,504,466,430,538,346,509,483,494,467,345,373,344.1107,341.3394,340.8893,226.6606,381,495,284,516,297,386,393,360,427,436,461,372,3.44172049998253,reclining,inactivity quiet/light
9648,9649,025350619.jpg,480,543,501,472,522,355,581,355,610,468,636,549,552,355,550,236,549.4824,238.9643,561.5176,170.0357,543,322,498,307,503,234,597,238,620,315,628,335,2.099142682144308,backpacking,walking
9649,9650,091897933.jpg,744,604,839,463,856,314,872,310,916,444,919,583,864,312,918,108,942.7078,93.9505,1046.2922,35.0495,946,198,856,224,916,107,919,108,890,185,895,304,3.574791742185829,backpacking,walking
9650,9651,066994261.jpg,544,496,446,468,498,300,571,295,532,500,561,635,535,298,514,94,510.9035,90.8653,436.0965,15.1347,432,267,457,170,445,87,582,101,650,217,660,348,3.193443282727908,backpacking,walking
9651,9652,001344404.jpg,572,246,723,238,797,452,808,503,648,315,543,532,803,478,1003,421,1010.3425,408.3987,1069.6575,306.6013,795,455,890,463,960,399,1045,442,1005,538,896,506,3.534524579062932,reclining,inactivity quiet/light
9652,9653,012274005.jpg,493,599,487,473,491,340,579,338,612,462,679,597,535,339,554,175,553.8602,153.4721,553.1398,42.5279,628,367,624,297,616,179,491,171,436,283,448,346,3.328394207421951,"walking, general",walking
9653,9654,096311466.jpg,824,463,826,327,786,272,889,262,951,325,938,455,838,267,843,146,843.6264,137.3083,850.3736,43.6917,759,250,754,221,778,155,908,137,988,176,925,160,2.8157840826313367,"motor scooter, motorcycle",transportation
9654,9655,012287558.jpg,-1,-1,377,541,576,470,681,497,464,566,280,621,629,484,735,266,715.6903,222.5532,654.3097,84.4468,586,276,576,381,646,295,824,237,795,396,733,286,4.533967798738761,reclining,inactivity quiet/light
9655,9656,025488196.jpg,-1,-1,504,653,461,503,368,506,380,665,-1,-1,415,505,404,253,416.5473,217.6055,458.4527,99.3945,525,422,475,366,478,251,330,254,289,356,354,329,3.7625693349093248,"walking, general",walking
9656,9657,081362788.jpg,444,655,395,549,418,421,480,416,487,559,522,599,449,419,405,197,405.9924,199.3006,360.0076,92.6994,347,413,359,320,339,214,471,179,545,298,559,400,3.4828953472649733,"walking, general",walking
9657,9658,061859696.jpg,-1,-1,460,598,434,424,508,426,503,599,-1,-1,471,425,478,223,477.1818,190.4762,474.8182,96.5238,370,461,389,339,413,225,542,221,577,330,595,375,2.8194637788061754,"walking, general",walking
9658,9659,083814917.jpg,1135,396,1115,358,1129,294,1161,298,1150,365,1151,431,1145,296,1140,204,1137.1804,188.6937,1128.8196,143.3063,1100,250,1103,237,1108,202,1171,206,1178,262,1176,303,1.384531689778172,"swimming, lake, ocean, river (Taylor Codes 280, 295)",water activities
9659,9660,051573619.jpg,545,594,603,468,484,367,446,360,447,472,428,554,465,364,521,232,535.4772,219.217,600.5228,161.783,505,402,532,310,555,227,486,237,468,294,463,370,2.603198033189177,"swimming, lake, ocean, river (Taylor Codes 280, 295)",water activities
9660,9661,037699324.jpg,371,586,377,386,315,164,431,228,510,404,477,590,373,196,471,130,490.3519,133.9067,664.6481,169.0933,410,317,353,222,406,129,535,131,580,264,597,386,5.334374565026344,backpacking,walking
9661,9662,092184550.jpg,-1,-1,-1,-1,799,591,887,598,-1,-1,-1,-1,843,595,866,404,864.1863,391.4853,847.8137,278.5147,727,420,735,445,806,403,926,405,1014,461,985,426,3.424523324493498,"standing, miscellaneous",miscellaneous
9662,9663,003625232.jpg,509,586,501,497,525,426,560,428,559,511,554,602,543,427,543,323,541.3027,306.2154,535.6973,250.7846,507,370,485,368,506,317,580,328,591,379,543,394,1.671406593262094,"walking, general",walking
9663,9664,085613022.jpg,998,641,911,504,1040,379,1135,390,945,542,-1,-1,1088,385,871,361,838.13,364.3541,707.87,377.6459,772,633,833,536,831,375,911,346,1067,390,956,466,3.928089612012435,"standing, miscellaneous",miscellaneous
9664,9665,023081779.jpg,531,599,519,501,516,384,567,379,575,495,558,598,542,382,529,225,535.048,203.654,556.952,126.346,473,258,415,277,494,219,563,230,561,291,587,349,2.4105368696620264,"swimming, lake, ocean, river (Taylor Codes 280, 295)",water activities
9665,9666,084873633.jpg,-1,-1,757,714,750,570,845,571,797,714,-1,-1,798,571,774,364,767.363,326.6116,750.637,232.3884,700,583,704,495,707,369,840,359,891,515,877,619,2.87088557765718,backpacking,walking
9666,9667,013919661.jpg,-1,-1,280,689,315,535,208,545,211,694,-1,-1,262,540,274,364,282.9145,321.7733,303.0855,226.2267,335,509,370,474,341,365,206,362,187,434,224,476,2.929573347776089,backpacking,walking
9667,9668,058021896.jpg,421,571,558,620,428,436,527,413,666,583,480,516,478,425,438,191,444.64,160.8987,476.36,17.1013,469,326,339,348,363,196,512,185,543,300,581,339,4.41763013390664,backpacking,walking
9668,9669,088810792.jpg,357,678,320,617,323,506,282,501,277,612,294,718,303,504,281,379,275.64,359.2889,255.36,284.7111,304,447,346,431,322,375,240,383,230,452,259,445,2.3185788750870646,backpacking,walking
9669,9670,047353965.jpg,579,372,556,301,561,225,519,225,484,283,489,363,540,225,512,136,508.81,133.6075,463.19,99.3925,502,159,551,169,536,131,488,141,469,190,430,214,1.7107472051708863,backpacking,walking
9670,9671,074656667.jpg,-1,-1,941,606,925,444,1010,431,969,606,-1,-1,968,438,963,250,957.2042,228.3832,931.7958,133.6168,880,477,880,387,891,278,1034,222,1072,317,1069,434,2.9434021132016603,"standing, miscellaneous",miscellaneous
9671,9672,080467162.jpg,-1,-1,-1,-1,731,615,638,613,-1,-1,-1,-1,685,614,701,329,698.2833,261.8239,692.7167,124.1761,841,634,836,501,824,342,578,315,530,464,547,578,4.132811149810743,"standing, miscellaneous",miscellaneous
9672,9673,073649421.jpg,-1,-1,718,640,716,460,813,444,819,619,-1,-1,765,452,753,219,749.998,201.5651,730.002,85.4349,630,469,638,364,666,233,839,205,893,338,830,389,3.535176374666475,"standing, talking in person",miscellaneous
